,pryid,indsct,orgtyp,apptyp,dvltyp,dvlplt,lngtyp,prglng1,fncsze,nwell1,smmwrkeff,maxteasze,dbms1,dvlmtd,loc
206,0.510277233,0.138297872,0,0,1,1,1,0.051136364,0.05246079,0.244119477,0.258062394,0.080291971,1,1,0.050839768
207,0.510725287,1,1,0.021505376,1,1,1,0.028409091,0.006489995,0.012181083,0.010442877,0.058394161,1,1,0.006297959
208,0.511509381,0.29787234,0.375838926,1,1,1,1,1,0.001081666,0.022075296,0.023336129,0.328467153,1,1,0.001028634
209,0.512181462,1,1,1,0.221875,1,1,0.068181818,0.040021633,0.013254512,0.014011545,0.03649635,1,1,0.004337732
210,0.512517502,0.276595745,0.348993289,1,0.221875,0.228136882,1,0.1875,0.000270416,0.015105787,0.014800928,0.058394161,0.01048951,1,0.000373608
211,0.514477737,1,1,0.005376344,1,1,1,1,0.009329367,0.02688239,0.02318812,0.058394161,1,1,0.008871971
212,0.520526463,0.276595745,0.348993289,1,1,1,1,1,0.02582477,0.018263846,0.015721874,0.058394161,1,1,0.024558646
213,0.520862504,0.021276596,0.006711409,0.037634409,1,0.228136882,1,0.068181818,0.011087074,0.016568139,0.017514431,0.058394161,1,1,0.019723579
214,0.526463176,0.29787234,0.375838926,1,1,1,1,1,0.001081666,0.019959552,0.021099544,0.255474453,1,1,0.001028634
215,0.526855223,0.095744681,0.120805369,1,1,0.228136882,1,0.085227273,0.033937263,0.093839452,0.092209778,0.058394161,1,1,0.039078402
216,0.529431532,0.276595745,0.348993289,1,1,1,1,0.102272727,0.085722012,0.334894213,0.166066407,0.058394161,0.013986014,1,0.064493434
217,0.529711565,0.29787234,0.375838926,1,1,1,1,1,0.004191455,0.113456752,0.119936849,0.350364964,1,1,0.003985958
218,0.53133576,1,0.22147651,0.043010753,1,1,1,0.056818182,0.015819362,0.019539515,0.020655517,0.02189781,1,1,0.014163131
219,0.531391767,1,1,1,1,1,1,0.068181818,0.035018929,0.01981954,0.015343628,0.01459854,1,1,0.015012239
220,0.537160459,0.276595745,0.348993289,1,1,1,0.161993769,0.0625,0.007842077,0.008416304,0.007186673,0.058394161,1,1,0.005050983
221,0.540800896,1,1,0.059139785,1,1,1,1,0.007706869,0.004931549,0.005213216,0.058394161,0.101398601,1,0.00732902
222,0.540856903,0.090425532,0.10738255,1,1,0.228136882,1,0.011363636,0.012574365,0.018263846,0.019306988,0.058394161,0.101398601,1,0.022312147
223,0.541472977,1,1,0.123655914,1,0.228136882,1,0.1875,0.012709573,0.050311139,0.047806996,0.03649635,0,1,0.013988457
224,0.541977037,1,0.006711409,0,1,0.228136882,1,0.068181818,0.015548945,0.029091475,0.030753038,0.058394161,0.06993007,1,0.027489283
225,0.544777373,0.138297872,0.120805369,1,0.221875,0.019011407,0.161993769,0,0.106949703,0.033447418,0.035357771,0.03649635,0.01048951,1,0.097848844
226,0.546289555,0.138297872,0.120805369,0,0.221875,1,1,1,0.016630611,0.023319851,0.024651767,0.02919708,0.06993007,1,0.015815253
227,0.548641837,1,1,0.172043011,1,1,1,1,0.008923743,0.016645924,0.014324009,0.058394161,1,1,0.008486234
228,0.549537945,0.010638298,0.006711409,0,0,0.228136882,1,0.085227273,0.016360195,0.004558183,0.004818524,0.00729927,1,1,0.018893878
229,0.553234388,0.021276596,0.006711409,0.037634409,1,1,1,0.1875,0.008112493,0.009069695,0.009587712,0.058394161,1,1,0.008956882
230,0.553458415,0.29787234,0.375838926,1,1,1,1,1,0.004326663,0.09979776,0.105497722,0.627737226,1,1,0.004114537
231,0.554578549,0.095744681,0.120805369,0.010752688,0.221875,0.019011407,1,0.068181818,0.003380206,0.005569384,0.00588748,0.058394161,0.003496503,1,0.00631009
232,0.564491739,1,1,1,1,1,0.161993769,0.017045455,0.032585181,0.016739266,0.013863535,0.058394161,1,1,0.033365114
233,0.565107813,0.058510638,0.046979866,1,1,0.228136882,1,0.085227273,0.143050297,0.247899813,0.262058645,0.167883212,0,1,1
234,0.5658359,0.138297872,0.013422819,0.123655914,1,0.228136882,1,0.1875,0.00378583,0.004091475,0.00432516,0.00729927,1,1,0.004221283
235,0.566339961,1,1,0.172043011,1,1,1,1,0.006760411,0.009598631,0.008206292,0.058394161,1,1,0.006428965
236,0.566788015,0.276595745,0.348993289,1,1,1,1,1,0.010816658,0.002738021,0.002269476,0.058394161,1,1,0.010286344
237,0.569812377,1,0.22147651,0.123655914,1,0,1,0,0.010275825,0.018886123,0.016461921,0.04379562,0,1,0.018311633
238,0.573116774,0.276595745,0.348993289,1,1,1,1,1,0.010681449,0.003126945,0.002598385,0.058394161,1,1,0.010157764
239,0.579613554,0.29787234,0.375838926,1,1,1,1,1,0.004056247,0.010407592,0.011002023,0.204379562,1,1,0.003857379
240,0.582189863,1,1,1,1,1,0.161993769,0.0625,0.006354786,0.007762912,0.008206292,0.058394161,1,1,0.004063591
241,0.583366004,1,1,0,1,1,1,1,0.02203894,0.016879278,0.014521354,0.058394161,1,1,0.020958425
242,0.586614394,0.058510638,0.046979866,0.005376344,0.221875,1,1,0.102272727,0.023391022,0.023848787,0.025210913,0.058394161,0.006993007,1,0.017520749
243,0.590030804,0.29787234,0.375838926,1,1,1,1,1,0,0.009131923,0.008732547,0.102189781,1,1,0
244,0.594287314,1,1,1,0.221875,1,1,1,0.087344511,0.056549471,0.049517325,0.058394161,1,1,0.083062225
245,0.602352282,1,1,0.059139785,1,1,1,1,0.014737696,0.015354698,0.013205716,0.058394161,1,1,0.014015143
246,0.603360403,1,1,0.059139785,1,1,1,1,0.006354786,0.014794648,0.012712352,0.058394161,1,1,0.006043227
247,0.606776813,1,1,1,0.221875,1,1,0.068181818,0.010140617,0.016661481,0.016330357,0.00729927,1,1,0.007248961
248,0.609577149,0.29787234,0.375838926,1,1,1,1,1,0.004056247,0.021313006,0.019060306,0.124087591,1,1,0.003857379
249,0.609857183,0.138297872,0.120805369,0.037634409,1,0.228136882,0,0.034090909,0.029340184,0.049066584,0.035604453,0.058394161,1,1,0.016642528
250,0.620274433,1,1,0.048387097,1,1,0.161993769,0.0625,0.013926447,0.004853765,0.004654069,0.058394161,1,1,0.009090314
251,0.621898628,0.138297872,0.120805369,1,1,1,1,0.085227273,0.044753921,0.305989421,0.323466048,0.102189781,1,1,0.051499647
252,0.622290675,1,1,0.059139785,1,1,1,1,0.003921038,0.002146857,0.002269476,0.058394161,0.101398601,1,0.0037288
253,0.624362924,1,0.22147651,0.064516129,1,1,1,1,0.028258518,0.098848787,0.104494548,0.058394161,0.101398601,1,0.026873073
254,0.625987118,0.015957447,0,0.005376344,0.221875,0.019011407,1,0.102272727,0.031233099,0.011574362,0.012235433,0.058394161,0,1,0.023430544
255,0.626827219,1,1,0.037634409,1,1,1,1,0.017036236,0.030989421,0.026756788,0.058394161,1,1,0.016200991
256,0.626995239,1,1,0.010752688,1,1,1,0,0.010546241,0.011216553,0.010837568,0.058394161,1,1,0.010029185
257,0.630523663,0.276595745,0.348993289,1,1,0.228136882,1,0.1875,0.0197404,0.033929683,0.035867581,0.058394161,0.041958042,1,0.021683807
258,0.633660039,0.29787234,0.375838926,1,1,1,1,1,0.008518118,0.091521469,0.077277287,0.145985401,1,1,0.008100496
259,0.636628395,0.276595745,0.348993289,1,1,1,1,1,0.008923743,0.002800249,0.002318812,0.058394161,1,1,0.008486234
260,0.637972557,1,1,1,1,1,1,1,0.006354786,0.004667082,0.00399625,0,1,1,0.006043227
261,0.63825259,1,0.22147651,0.123655914,1,1,0.161993769,0.017045455,0.010546241,0.005802738,0.006134162,0.02189781,1,1,0.007443043
262,0.639428731,1,1,1,0.221875,1,1,0.102272727,0.041914548,0.019026136,0.020112816,0.051094891,1,1,0.023745927
263,0.639932792,1,1,0,1,1,1,1,0.006895619,0.056036092,0.048464815,0.058394161,1,1,0.006557544
264,0.640156819,1,1,0.048387097,1,1,1,0.102272727,0.007436452,0.010827629,0.009324584,0.058394161,1,1,0.004781694
265,0.642061047,1,1,0.172043011,1,1,0.161993769,0.039772727,0.013791239,0.056113877,0.048777279,0.058394161,1,1,0.004886013
266,0.643685242,0.095744681,0.120805369,1,1,0.228136882,1,0.085227273,0.004056247,0.0011201,0.000394691,0.058394161,0.003496503,1,0.004764712
267,0.645141417,0.276595745,0.348993289,1,1,1,1,1,0.01744186,0.001042315,0.000789383,0.058394161,1,1,0.016586729
268,0.646821619,0.058510638,1,1,0.221875,1,0.161993769,0.017045455,0.020281233,0.018979465,0.015968556,0.058394161,1,1,0.020781325
269,0.650014002,1,0.22147651,0.064516129,1,1,0.161993769,1,0.001081666,0.004947106,0.005229661,0.058394161,0.101398601,1,0.001028634
270,0.650798096,1,1,0.172043011,1,1,1,0.102272727,0.030286641,0.022790915,0.019652343,0.058394161,1,1,0.019951625
271,0.653318398,0.090425532,0.10738255,1,0.221875,1,0.161993769,0.011363636,0.037452677,0.062118855,0.065666782,0.058394161,0,1,0.017210217
272,0.659311117,1,0.22147651,0.064516129,1,0.228136882,1,1,0.018523526,0.079635968,0.084184387,0.058394161,0.017482517,1,0.017615364
273,0.662055447,0.276595745,0.348993289,1,1,1,1,1,0.006760411,0.004200373,0.003535777,0.058394161,1,1,0.006428965
274,0.664015682,0.276595745,0.348993289,1,1,1,0.161993769,0.017045455,0.012709573,0.005273802,0.004456724,0.058394161,1,1,0.008995699
275,0.667152058,0.015957447,0.013422819,0.043010753,0.221875,0.228136882,1,0.085227273,0.051243916,0.020690728,0.019619452,0.00729927,1,1,0.058952394
276,0.675441053,0.276595745,0.348993289,0.123655914,1,0.228136882,1,0.085227273,0.016224986,0.056036092,0.059236601,0.080291971,0,1,0.018738613
277,0.687258471,0.138297872,0.120805369,0.005376344,1,1,1,0.085227273,0.031097891,0.07881145,0.083312776,0.072992701,1,1,0.035817825
278,0.691066928,1,1,0.059139785,1,1,1,1,0.014737696,0.015354698,0.013205716,0.058394161,1,1,0.014015143
279,0.692131056,1,0.22147651,0.123655914,1,1,1,0.1875,0.028393726,0.021670815,0.018912296,0.058394161,1,1,0.031155006
280,0.695715486,0.29787234,0.375838926,1,1,1,1,1,0.003380206,0.062165526,0.055766606,0.102189781,1,1,0.003214482
281,0.697955755,1,1,1,0.221875,1,0.161993769,0.005681818,0.035154137,0.006144991,0.006002598,0.058394161,1,1,0.014216503
282,0.698291795,0.276595745,0.348993289,1,1,0.228136882,1,0.102272727,0.02203894,0.098957685,0.104609667,0.058394161,0.01048951,1,0.016501818
283,0.699635956,1,1,0.021505376,1,1,1,0.028409091,0.041103299,0.119928438,0.103853175,0.058394161,1,1,0.039835321
284,0.700308037,0.095744681,0.120805369,0.123655914,0.221875,0.228136882,1,0.1875,0.066928069,0.16453018,0.173927344,0.04379562,0,1,0.073331441
285,0.707644917,1,1,1,1,1,1,0.011363636,0.011898323,0.006782825,0.007170227,0.058394161,1,1,0.021135525
286,0.712629516,0.138297872,0.120805369,0.037634409,1,0.228136882,0,0.034090909,0.045294754,0.055771624,0.058957028,0.058394161,1,1,0.025803196
287,0.715373845,1,1,0.172043011,1,1,1,1,0.006625203,0.016677038,0.014340454,0.058394161,1,1,0.006300385
288,0.721534584,1,0.22147651,0.064516129,1,1,0.161993769,1,0.014332071,0.013456752,0.014225336,0.058394161,0.101398601,1,0.013629405
289,0.721926631,1,1,0.059139785,0.221875,1,0.161993769,1,0.01744186,0.024455507,0.025852287,0.058394161,0.101398601,1,0.016586729
290,0.723550826,0.29787234,0.375838926,1,1,1,1,1,0.003109789,0.176369011,0.15838637,0.211678832,1,1,0.002957324
291,0.725175021,1,1,0,1,1,1,1,0.014602488,0.006549471,0.005591462,0.058394161,1,1,0.013886564
292,0.725511061,1,1,0.021505376,1,1,1,0,0.007977285,0.015961419,0.013731972,0.058394161,1,1,0.004682227
293,0.731615794,0.095744681,0.120805369,1,1,0.228136882,1,0,0.005408329,0.004495955,0.004752742,0.058394161,0,1,0.021795404
294,0.73408009,1,1,0.048387097,1,1,1,0.022727273,0.006489995,0.005024891,0.004242933,0.058394161,1,1,0.01172255
295,0.73475217,0.29787234,0.375838926,1,1,1,1,1,0.008518118,0.093092719,0.098409723,0.445255474,1,1,0.008100496
296,0.738112574,1,1,0.172043011,1,1,1,0.005681818,0.018929151,0.027395769,0.023763711,0.058394161,1,1,0.014158279
297,0.745673481,1,1,1,1,0.019011407,1,0.102272727,0.00378583,0.008416304,0.008897002,0.058394161,1,1,0.00274626
298,0.754074489,0.29787234,0.375838926,1,1,1,1,1,0.000405625,0.010034225,0.010607331,0.131386861,1,1,0.000385738
299,0.756930832,1,0.22147651,0.064516129,1,1,0.161993769,1,0.002839373,0.009163037,0.009686385,0.058394161,0.101398601,1,0.002700165
300,0.758050966,0.29787234,0.375838926,1,1,1,1,1,0.003515414,0.054418171,0.057526272,0.503649635,1,1,0.003343062
301,0.759227107,0,0,0.043010753,0.221875,0.228136882,1,1,1,0.93704107,0.990560297,0.321167883,1,1,0.950972472
302,0.759563148,0.090425532,0.10738255,1,1,1,1,1,0.011222282,0.025124456,0.026559442,0.058394161,0.101398601,1,0.010672082
303,0.760011201,1,1,1,1,1,1,1,0.166846944,0.029915993,0.031624648,0.04379562,1,1,0.158666851
304,0.764659759,1,1,0.010752688,1,1,1,1,0.008653326,0.013799004,0.011857187,0.058394161,1,1,0.008229075
305,0.766395968,0.058510638,0,0.010752688,0.221875,0,0.161993769,0,0.086938886,0.198786559,0.136382324,0.080291971,0,1,0.110929968
306,0.767012041,1,0.006711409,0.005376344,1,0.228136882,1,0.056818182,0.069091401,0.423366521,0.447547157,0.058394161,1,1,0.061955812
307,0.767572109,1,0.22147651,0.043010753,1,0.019011407,0.161993769,0.0625,0.009599784,0.008276291,0.008748993,0.065693431,1,1,0.006217901
308,0.767796136,1,0.22147651,0.005376344,1,0,1,0.068181818,0.024743104,0.03170504,0.030440574,0.04379562,0.003496503,1,0.04349134
309,0.76942033,0.29787234,0.375838926,1,1,1,1,1,0.001622499,0.080973864,0.085598698,0.496350365,1,1,0.001542952
310,0.770820498,0.276595745,0.348993289,1,1,1,1,0.022727273,0.01825311,0.007125078,0.006857763,0.058394161,1,1,0.017358205
311,0.771436572,1,0.22147651,0.064516129,1,0.228136882,1,1,0.007842077,0.01031425,0.01090335,0.058394161,0.017482517,1,0.007457599
312,0.771828619,0.29787234,0.375838926,1,1,1,1,1,0.002028123,0.060609832,0.064071571,0.299270073,1,1,0.001928689
313,0.782357883,0.29787234,0.375838926,1,1,1,1,1,0.000270416,0.002037959,0.002154357,0.080291971,1,1,0.000257159
314,0.784430132,0.276595745,0.348993289,1,0.221875,0.228136882,1,0.1875,0.013250406,0.042766024,0.033285641,0.058394161,0.041958042,1,0.014580407
315,0.786278353,0.095744681,0.120805369,0.123655914,0.221875,0.228136882,1,1,0.020957274,0.047401991,0.045044156,0.02919708,0.041958042,0.005277045,0.019929791
316,0.78633436,1,1,0.059139785,0.221875,1,1,1,0.035559762,0.021857498,0.023105892,0.058394161,0.101398601,1,0.033816355
317,0.790926911,0.005319149,0.006711409,0.005376344,1,0.228136882,1,0.1875,0.019605192,0.016365899,0.016050784,0.058394161,1,1,0.021535819
318,0.791486978,1,1,0.037634409,1,1,1,1,0.016224986,0.025077785,0.0216258,0.058394161,1,1,0.015429515
319,0.791823019,1,1,0.048387097,1,1,1,0.102272727,0.011222282,0.003935905,0.003321986,0.058394161,1,1,0.007295056
320,0.792383086,1,1,0.059139785,1,0.228136882,1,1,0.011492699,0.015479154,0.016363248,0.058394161,0.017482517,1,0.01092924
321,0.795687482,0.276595745,0.348993289,1,1,1,1,0.102272727,0.020957274,0.004293715,0.003618005,0.058394161,1,1,0.013757985
322,0.804424531,1,0.22147651,0.123655914,1,1,1,0.1875,0.018117902,0.045908525,0.048530597,0.03649635,1,1,0.019907957
323,0.806720806,0.058510638,0.046979866,0.005376344,0.221875,1,0.161993769,0.005681818,0.08585722,0.037072184,0.039189567,0.058394161,0,1,0.035140964
324,0.809521143,1,1,0.010752688,1,1,1,1,0.00838291,0.011496577,0.011100696,0.058394161,1,1,0.007971916
325,0.812209465,1,1,0.016129032,1,1,1,0.102272727,0.00838291,0.012258867,0.01057444,0.058394161,1,1,0.005410035
326,0.814337721,0.29787234,0.375838926,1,1,1,1,1,0.006760411,0.180756067,0.191079974,0.708029197,1,1,0.006428965
327,0.816017922,1,1,0.021505376,1,1,1,0.028409091,0.006489995,0.010827629,0.009275248,0.058394161,1,1,0.006297959
328,0.818370204,0.29787234,0.375838926,1,1,1,1,1,0.000540833,0.003220286,0.003404213,0.145985401,1,1,0.000514317
329,0.819154299,1,1,1,1,1,1,0.1875,0,1.56E-05,1.64E-05,0.058394161,1,1,7.76E-05
330,0.819378325,1,1,0.059139785,1,0.228136882,1,1,0.007301244,0.011869944,0.012547897,0.058394161,0.017482517,1,0.006943282
331,0.820946514,0.276595745,0.348993289,1,1,1,1,0.022727273,0.024607896,0.004278158,0.004094923,0.058394161,1,1,0.023401432
332,0.831587791,1,1,1,0.221875,1,1,1,0.331530557,0.037756689,0.033022514,0.058394161,1,1,0.315276433
333,0.832427891,0.276595745,0.348993289,1,1,1,1,1,0.019199567,0.018326073,0.015771211,0.058394161,1,1,0.01825826
334,0.833716046,0.29787234,0.375838926,1,1,1,1,1,0.000405625,0.003173615,0.002483267,0.03649635,1,1,0.000385738
335,0.836404369,0.276595745,0.348993289,1,0.221875,0.019011407,1,0.1875,0.058139535,0.184894213,0.181738945,0.058394161,0.013986014,1,0.063712254
336,0.842901148,0.29787234,0.375838926,1,1,1,1,1,0.006760411,0.116552582,0.123209499,0.343065693,1,1,0.006428965
337,0.846653598,0.042553191,0.013422819,1,1,1,1,0.085227273,0.019469984,0.032093964,0.033927015,0.02919708,1,1,0.022464986
338,0.846989639,1,1,1,0.221875,1,0.161993769,0.017045455,0.456868578,1,1,0.058394161,1,1,0.467298403
339,0.848389807,1,1,0.172043011,1,1,1,1,0.009734992,0.013114499,0.012679461,0.058394161,1,1,0.009257709
340,0.848781854,1,1,0,1,1,1,1,0.010816658,0.018248289,0.01766244,0.058394161,1,1,0.010286344
341,0.851862223,0.276595745,0.348993289,1,1,1,1,1,0.021768524,0.005678283,0.004818524,0.058394161,1,1,0.020701267
342,0.854942593,1,1,1,0.221875,1,1,1,0.018523526,0.013612321,0.014389791,0.01459854,1,1,0.017615364
343,0.855054607,1,1,1,0.221875,1,1,0,0.05394808,0.018232732,0.012120315,0,1,1,0.052858221
344,0.857294875,1,1,0.059139785,0.221875,1,1,1,0.034072472,0.026897946,0.028434226,0.058394161,0.101398601,1,0.032401983
345,0.85875105,0.090425532,0.10738255,1,1,0.228136882,1,0.068181818,0.052055165,0.072837586,0.076997714,0.058394161,0.101398601,1,0.091026863
346,0.859143097,1,1,1,1,1,1,0.068181818,0.06381828,0.087429994,0.068232276,0.051094891,1,1,0.111500084
347,0.859311117,0.29787234,0.375838926,1,1,1,1,1,0.001216874,0.0076229,0.00675909,0.072992701,1,1,0.001157214
348,0.864463736,1,1,0.172043011,1,1,1,0.005681818,0.017712277,0.034940884,0.033861233,0.058394161,1,1,0.013241241
349,0.86575189,0.29787234,0.375838926,1,1,1,1,1,0.001757707,0.019912881,0.021050208,0.197080292,1,1,0.001671531
350,0.868440213,1,0.22147651,0.064516129,1,1,1,1,0.034072472,0.018574984,0.019635897,0.058394161,0.101398601,1,0.032401983
351,0.86883226,1,1,0.016129032,1,1,1,0.102272727,0.008247701,0.008338519,0.007153782,0.058394161,1,1,0.005320272
352,0.870344441,1,1,0,1,0.019011407,0.161993769,0.011363636,0.038263926,0.059987554,0.057657835,0.058394161,0.01048951,1,0.032210327
353,0.874544945,0.138297872,0.120805369,0,0.221875,1,1,0.051136364,0.039751217,0.209271935,0.22122453,0.167883212,1,1,0.038525268
354,0.8758331,0.058510638,0.006711409,0,0.221875,0.019011407,0.161993769,0.034090909,0.104380746,0.028158058,0.027644844,0.058394161,0,1,0.039020177
355,0.883954074,1,1,0.037634409,1,1,1,1,0.072065982,0.08836341,0.076487904,0.058394161,1,1,0.068532765
356,0.88949874,0.095744681,0.120805369,1,1,0.228136882,1,0.085227273,0.004326663,0.001431238,0.001364974,0.058394161,0.003496503,1,0.005075243
357,0.891234948,1,0,0,0,0.019011407,1,0.056818182,0.088290968,0.335298693,0.29409443,0.109489051,0,0.002638522,0.079180586
358,0.891795015,0.138297872,0.013422819,0.123655914,1,0.228136882,1,0.1875,0.080719308,0.017983821,0.019010969,0.072992701,1,0.002638522,0.088426165
359,0.892075049,0.276595745,0.348993289,0.172043011,1,0.019011407,1,1,0.008923743,0.018730554,0.016133011,0.03649635,1,0.005277045,0.006763756
360,0.894539345,0.010638298,0,0,0.221875,0.228136882,0.161993769,0.034090909,0.081260141,0.011123211,0.011758515,0.01459854,1,1,0.030308323
361,0.894763372,0.276595745,0.348993289,1,1,0.228136882,1,1,0.154678204,0.747448662,0.228707221,0.058394161,0,1,0.147094714
362,0.89633156,1,1,0.172043011,1,1,1,1,0.073418064,0.076695706,0.074382884,0.058394161,1,1,0.069818558
363,0.898571829,1,1,1,1,1,1,1,0.010140617,0.037554449,0.039699377,0.058394161,1,1,0.009643447
364,0.901316158,1,1,1,1,0.228136882,1,0.1875,0.011627907,0.050155569,0.053020211,0.058394161,1,1,0.012804557
365,0.901820218,0.29787234,0.375838926,1,1,1,1,1,0.007166036,0.057700685,0.060996267,0.408759124,1,1,0.006814703
366,0.903612433,0.29787234,0.375838926,1,1,1,1,1,0.011763115,0.056471686,0.059697074,0.481751825,1,1,0.011186399
367,0.904676561,0.138297872,0.120805369,0,0.221875,1,1,0.051136364,0.04177934,0.086745488,0.091699969,0.058394161,1,1,0.040490348
368,0.90641277,1,1,0.172043011,1,1,1,0.102272727,0.010546241,0.02215308,0.019093197,0.058394161,1,1,0.007840911
369,0.90708485,1,0.22147651,0.064516129,1,0.228136882,1,1,0.001757707,0.006549471,0.006923545,0.058394161,0.017482517,1,0.001671531
370,0.911285354,1,1,0.059139785,1,1,1,1,0.015143321,0.024159925,0.020836417,0.058394161,1,1,0.014400881
371,0.911845421,1,0.22147651,0.005376344,1,0.228136882,1,0.1875,0.018793943,0.010392035,0.010985577,0.01459854,1,1,0.020647894
372,0.912181462,0.29787234,0.375838926,1,1,1,1,1,0.004191455,0.132918482,0.119344812,0.379562044,1,1,0.003985958
373,0.91358163,0.276595745,0.348993289,1,1,1,1,1,0.026906436,0.029962663,0.025868732,0.058394161,1,1,0.02558728
374,0.914925791,0.021276596,0,0,0.221875,0.228136882,0,0.005681818,0.068550568,0.053873678,0.05695068,0.058394161,0,1,0.065189703
375,0.917838141,1,1,0.048387097,1,1,1,0.102272727,0.01365603,0.005382701,0.005180325,0.058394161,1,1,0.008910788
376,0.921534584,0.276595745,0.348993289,1,1,1,1,1,0.016765819,0.014234599,0.012235433,0.058394161,1,1,0.015943833
377,0.922262672,0.058510638,0.046979866,0.021505376,0.221875,1,1,0.102272727,0.031368307,0.02042626,0.021592909,0.058394161,0,1,0.023532437
378,0.924670961,1,1,0.172043011,1,1,1,0.102272727,0.011492699,0.033011823,0.028500008,0.058394161,1,1,0.008554162
379,0.926015122,0.276595745,0.348993289,1,1,0.228136882,1,0.1875,0.050027042,0.078329185,0.082802967,0.058394161,0.01048951,1,0.054833005
380,0.928143377,0.276595745,0.348993289,1,1,1,1,0.102272727,0.007166036,0.004122589,0.003469995,0.058394161,1,1,0.004602168
381,0.929767572,0.29787234,0.375838926,1,1,1,1,1,0.002568956,0.07327318,0.077458187,0.613138686,1,1,0.002443007
382,0.937272473,0.29787234,0.375838926,1,1,1,1,1,0.003244997,0.108556316,0.114756525,0.459854015,1,1,0.003085903
383,0.938784654,1,0.22147651,0.043010753,1,0,1,1,0.063683072,0.045068451,0.039436249,0.02189781,0.06993007,0,0.060560848
384,0.945673481,0.276595745,0.348993289,1,1,1,1,0.102272727,0.009194159,0.01143435,0.009801503,0.058394161,1,1,0.005948612
385,0.946065528,1,1,1,1,0,1,0.056818182,0.003380206,0.002582452,0.002729949,0.058394161,1,1,0.003003418
386,0.947745729,0.29787234,0.375838926,1,1,1,1,1,0.000405625,0.011418793,0.010673113,0.182481752,1,1,0.000385738
387,0.951610193,0.138297872,0.006711409,0.005376344,1,0.228136882,1,0.1875,0.002974581,0.007794026,0.008239183,0.058394161,1,1,0.003333358
388,0.951778213,0.276595745,0.348993289,0,1,0,0.161993769,0,0.022309356,0.020068451,0.019257651,0.02919708,1,0.005277045,0.013425619
389,0.955306637,0.090425532,0.10738255,0.123655914,0.221875,0.228136882,1,1,0.392374256,0.580009334,0.613136645,0.058394161,1,0.01055409,0.373137116
390,0.960403248,1,1,0.172043011,1,1,1,0.102272727,0.043266631,0.015961419,0.013731972,0.058394161,1,1,0.028568864
391,0.961523383,1,1,0.059139785,1,1,0.161993769,1,0.00459708,0.004511512,0.004769188,0.058394161,0.101398601,1,0.004371696
392,0.96566788,0.29787234,0.375838926,1,1,1,1,1,0.004326663,0.030849409,0.022645419,0.087591241,1,1,0.004114537
393,0.971940633,1,0.22147651,0.123655914,0.221875,0,1,1,0.107084911,0.09065028,0.079431644,0.094890511,0.06993007,0.002638522,0.101834802
394,0.97216466,1,1,0.005376344,1,1,1,0.005681818,0.05624662,0.007809583,0.006693308,0.058394161,1,1,0.098321919
395,0.975637076,0.276595745,0.348993289,1,1,1,1,0.102272727,0.006219578,0.002426882,0.002302367,0.058394161,1,1,0.003973828
396,0.984094091,1,1,1,1,1,1,1,0.067468902,0.006922838,0.007318236,0.01459854,1,1,0.064161069
397,0.99266312,1,0.22147651,0.123655914,0.221875,1,1,0,0.016765819,0.092143746,0.080747282,0.102189781,1,1,0.029607202
398,0.993559227,0.29787234,0.375838926,1,1,1,1,1,0.001081666,0.124844431,0.131974937,0.540145985,1,1,0.001028634
399,0.993671241,0.29787234,0.375838926,1,1,1,1,1,0.006219578,0.3119944,0.329814002,0.97810219,1,1,0.005914648
400,1,1,1,0.016129032,1,1,1,0.102272727,0.023796647,0.021328563,0.018468268,0.058394161,1,1,0.015643006
