PryId,DatQltRtn,UfpRtn,CouApp,RscLvl,IndSct,OrgTyp,AppTyp,DvlTyp,DvlPlt,LngTyp,PrgLng1,FncSze,NWELL1,SmmWrkEff,PrjElpTme,MaxTeaSze,DBMS1,DvlMtd,LOC,TtlPrjCst
12426,B,A,"IFPUG 4+",1,Communication,Telecommunications,Integration,Enhancement,,3GL,Pro*C,70,921,759,7,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
12430,B,B,"IFPUG 4+",1,Communication,Telecommunications,"Online. eSales",Enhancement,Multi,,,55,888,728,1,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
12440,A,A,"IFPUG 4+",1,Communication,Communications,"Management Information System",Enhancement,PC,4GL,Oracle,204,246,204,5,-1,,"Joint Application Development (JAD)",-1,-1
12444,B,B,"IFPUG 4+",3,Manufacturing,Manufacturing,"Geometric design",Enhancement,,3GL,Java,116,-1,2026,5,-1,DB2,,-1,-1
12447,B,B,"IFPUG 4+",1,"Medical & Health Care","Medical and Health Care","not recorded",Enhancement,,,,47,2116,2116,12,27,,,-1,77468
12448,B,A,"IFPUG 4+",1,Construction,Construction,"Sales contact management","New Development",Multi,3GL,COBOL,2583,22960,22960,9,-1,"CICSOracle 8","Waterfall (incl Linear Processing & SSADM)",-1,-1
12452,A,B,"IFPUG 4+",1,Government,Government,"Catalogue/register of things or eventsCustomer billing/relationship management","New Development",Multi,3GL,C#,259,8963,8963,20,9,DB2,,-1,-1
12453,B,A,"IFPUG 4+",1,Financial,"Financial, Property & Business Services","Financial transaction process/accounting","New Development",MR,4GL,SQL,426,2110,1962,2,-1,"SYBASE ASE 12.0.0.3 for UNIX",,-1,-1
12459,B,B,"IFPUG 4+",1,Communication,Telecommunications,"Financial transaction process/accounting",Enhancement,Multi,4GL,ABAP,72,2079,1705,6,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
12470,B,B,"IFPUG 4+",1,Communication,Telecommunications,"Logistic or supply planning & control",Enhancement,Multi,3GL,Java,80,1199,983,1,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
12473,B,B,"IFPUG 4+",1,Communication,Telecommunications,"Online. eSales",Enhancement,Multi,,,71,927,760,4,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
12478,B,B,"IFPUG 4+",1,Insurance,Insurance,Unknown,Enhancement,,,,57,635,521,4,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
12481,B,B,"IFPUG 4+",3,Manufacturing,Manufacturing,"Customer management",Enhancement,MR,3GL,COBOL,126,-1,604,3,-1,DB2,,-1,-1
12483,A,B,"IFPUG 4+",2,Insurance,Insurance,"GUI Interface Application",Enhancement,PC,,,760,-1,14430,15,-1,,,-1,-1
12494,B,A,"IFPUG 4+",1,Communication,Communications,,Enhancement,,,,295,4754,3946,15,8,,,-1,-1
12495,B,B,"IFPUG 4+",1,,,,Enhancement,,3GL,COBOL,213,1088,860,4,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
12498,A,A,"IFPUG 4+",1,"Service Industry","Community Services","Financial transaction process/accounting","New Development",Multi,4GL,ABAP,396,6051,6051,16,10,DB2,,-1,-1
12504,B,B,"IFPUG 4+",1,,,,"New Development",Multi,3GL,Java,277,4034,3348,7,-1,,,-1,-1
12505,B,B,"IFPUG 4+",1,Insurance,Insurance,Unknown,Enhancement,,,,58,1280,1050,6,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
12508,B,A,"IFPUG 4+",1,Communication,Telecommunications,"Customer relationship management",Enhancement,,3GL,"Visual Basic",290,2026,1669,3,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
12511,B,A,"IFPUG 4+",1,Communication,Telecommunications,"Customer relationship management",Enhancement,,4GL,"Amdocs framework",83,427,352,2,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
12513,B,B,"IFPUG 4+",1,Communication,Telecommunications,"Customer billing",Enhancement,Multi,3GL,C,288,4459,3656,5,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
12520,B,B,"IFPUG 4+",1,"Medical & Health Care","Medical and Health Care","not recorded",Enhancement,,,,5,1433,1433,11,33,,,-1,53621
12522,B,B,"IFPUG 4+",1,Insurance,Insurance,Unknown,Enhancement,,4GL,NATURAL,80,262,215,1,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
12526,B,B,"IFPUG 4+",1,Communication,Telecommunications,"Workflow support & management",Enhancement,PC,,,94,316,259,4,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
12529,B,A,"IFPUG 4+",1,Financial,"Financial, Property & Business Services","Financial transaction process/accounting",Enhancement,MF,4GL,Oracle,103,673,673,-1,-1,Interactive,,-1,-1
12530,A,A,"IFPUG 4+",1,Communication,Communications,"Transaction/Production System",Enhancement,MR,3GL,C++,556,3793,3148,7,10,OBJECTSTOR,,-1,-1
12532,A,A,"IFPUG 4+",1,Communication,Communications,Telecommunications,Enhancement,MR,3GL,C,114,1622,1622,10,7,daytona,,-1,-1
12540,B,A,"IFPUG 4+",4,Manufacturing,Manufacturing,"Management Information System","New Development",MF,3GL,"Visual Basic",335,218,2028,8,7,"IMSMS SQL Server",,-1,-1
12541,B,A,"IFPUG 4+",1,Communication,Telecommunications,"Data Warehouse",Enhancement,,3GL,PL/SQL,90,301,248,7,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
12546,B,B,"IFPUG 4+",1,Communication,Communications,"relatively complex application",Enhancement,MF,3GL,,17,238,238,-1,-1,Batch,"Waterfall (incl Linear Processing & SSADM)",-1,-1
12549,B,B,"IFPUG 4+",1,Insurance,Insurance,Unknown,Enhancement,,3GL,Java,64,162,133,1,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
12556,B,A,"IFPUG 4+",1,Insurance,Insurance,"Financial transaction process/accounting","New Development",Multi,3GL,"Visual Basic",3968,19075,10682,6,-1,"Oracle 8i","Waterfall (incl Linear Processing & SSADM)",-1,-1
12561,B,B,"IFPUG 4+",1,"Medical & Health Care","Medical and Health Care",Healthcare,"New Development",PC,4GL,DELPHI,386,702,702,4,2,,"Rapid Application Development (RAD)",-1,-1
12562,B,B,"IFPUG 4+",1,,,,Enhancement,MR,3GL,C++,30,441,441,5,-1,,,-1,-1
12573,B,A,"IFPUG 4+",1,Manufacturing,Manufacturing,"Management system","New Development",PC,3GL,PL/SQL,1216,2228,1671,3,-1,Oracle,"Waterfall (incl Linear Processing & SSADM)",-1,-1
12574,B,B,"IFPUG 4+",1,Insurance,Insurance,,Enhancement,,,Mixed,71,269,247,1,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
12579,A,A,"IFPUG 4+",1,"Electronics & Computers","Computers & Software","Management Information System","New Development",,3GL,ABF,177,10501,8716,12,20,,,-1,-1
12582,B,B,"IFPUG 4+",1,,,,"New Development",Multi,3GL,Java,21,925,768,12,-1,,,-1,-1
12583,A,A,"IFPUG 4+",1,Insurance,Insurance,"Transaction/Production System",Enhancement,MF,3GL,PL/I,265,1464,1464,6,8,DB2SYBASE,,-1,102480
12590,B,B,"IFPUG 4+",1,Insurance,Insurance,Unknown,Enhancement,,4GL,NATURAL,129,172,141,1,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
12597,A,A,"IFPUG 4+",1,Communication,Communications,,Enhancement,,4GL,SQL,51,1636,1358,2,9,,,-1,-1
12598,A,B,"IFPUG 4+",1,Government,Government,"Catalogue/register of things or eventsCustomer billing/relationship management",Enhancement,Multi,3GL,PL/I,367,2930,2930,12,6,DB2,,-1,-1
12599,B,A,"IFPUG 4+",1,,,"Network Switch Provisioning",Enhancement,,4GL,SQL,10,375,375,-1,-1,,,-1,-1
12601,B,B,"IFPUG 4+",1,"Electronics & Computers","Computers & Software","Transaction/Production System",Enhancement,MF,3GL,COBOL,41,2440,1586,-1,-1,Yes,,-1,-1
12603,B,A,"IFPUG 4+",1,,,,Enhancement,,,,583,476,476,4,4,,,-1,-1
12604,B,A,"IFPUG 4+",1,,,,Enhancement,,2GL,Assembler,33,511,511,3,-1,,,-1,-1
12605,B,B,"IFPUG 4+",1,Communication,Telecommunications,"Customer relationship management",Enhancement,Multi,3GL,"Visual Basic",337,3893,3192,6,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
12606,B,A,"IFPUG 4+",1,Banking,Banking,"Financial transaction process/accounting",Enhancement,MF,3GL,PL/I,578,2022,1880,6,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,-1
12609,B,A,"IFPUG 4+",1,,,,Enhancement,,3GL,COBOL,14,2527,2527,-1,-1,,,-1,-1
12612,B,A,"IFPUG 4+",1,"Professional Services","Sales & Marketing",Trading,Enhancement,,,,119,2783,2783,-1,-1,,,-1,-1
12614,B,A,"IFPUG 4+",4,Manufacturing,"Building Automation","Building AutomationEmbedded software - simple device controlProtocol Linux ARM9Device or interface driver",Enhancement,PC,3GL,C,229,3910,3910,12,3,,,5444,-1
12618,B,A,"IFPUG 4+",1,,,,"New Development",,4GL,SQL,292,6680,6680,20,4,,,66000,-1
12629,B,B,"IFPUG 4+",-1,Manufacturing,Manufacturing,"Design management",Enhancement,PC,3GL,Java,158,-1,723,6,-1,Oracle,,-1,-1
12638,B,A,"IFPUG 4+",1,Manufacturing,Manufacturing,"Stock control & order processing","New Development",Multi,4GL,Oracle,441,1896,1062,4,-1,Oracle,"Waterfall (incl Linear Processing & SSADM)",-1,-1
12644,B,A,"IFPUG 4+",4,Manufacturing,Manufacturing,,Enhancement,MF,,,159,-1,1704,6,5,IMS,,-1,-1
12645,B,A,"IFPUG 4+",1,Insurance,Insurance,"Financial transaction process/accounting",Enhancement,MF,3GL,COBOL,142,7527,7000,6,-1,IMS,"Waterfall (incl Linear Processing & SSADM)",-1,-1
12651,B,B,"IFPUG 4+",1,Communication,Telecommunications,"Other: Integration",Enhancement,,,,102,1247,1144,4,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
12657,B,B,"IFPUG 4+",3,Manufacturing,Manufacturing,"Parts selling",Enhancement,MF,3GL,COBOL,115,-1,2708,17,-1,DL/1,,-1,-1
12658,A,A,"IFPUG 4+",1,Communication,Communications,"Executive Information System",Enhancement,PC,4GL,Oracle,100,2321,2321,5,-1,Oracle,,-1,-1
12667,B,A,"IFPUG 4+",1,Banking,Banking,"Financial transaction process/accounting",Enhancement,MR,3GL,C++,1307,6600,6600,5,-1,HIRDB,"Waterfall (incl Linear Processing & SSADM)",-1,-1
12676,B,A,"IFPUG 4+",1,,,,"New Development",,3GL,"Visual Basic",354,5863,5863,6,10,,,50000,-1
12684,B,B,"IFPUG 4+",1,Communication,Telecommunications,"Workflow support & management",Enhancement,Multi,,,66,621,509,2,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
12685,B,A,"IFPUG 4+",1,Communication,Telecommunications,"Customer relationship management",Enhancement,,4GL,"Amdocs framework",532,8592,7080,9,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
12688,A,A,"IFPUG 4+",1,Communication,Communications,"Transaction/Production System",Enhancement,PC,3GL,"Visual Basic",500,4054,4054,13,-1,"SQL Server",,-1,-1
12689,B,B,"IFPUG 4+",3,Manufacturing,Manufacturing,"Car production",Enhancement,,3GL,C++,78,-1,511,9,-1,,,-1,-1
12696,B,A,"IFPUG 4+",1,"Wholesale & Retail","Wholesale & Retail Trade","Workflow support & management","New Development",Multi,3GL,"Visual Basic",130,1142,1062,-1,-1,SYBASE,"Waterfall (incl Linear Processing & SSADM)",-1,-1
12697,B,B,"IFPUG 4+",1,Banking,,,Enhancement,,3GL,Java,168,3058,2418,9,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
12701,B,B,"IFPUG 4+",1,,,"Decision Support System",Enhancement,MF,2GL,Assembler,235,4780,4780,16,6,DB2IMS,,-1,-1
12702,B,A,"IFPUG 4+",1,"Service Industry","Food Processing","Financial transaction process/accounting","New Development",Multi,4GL,PowerBuilder,1671,39358,39358,-1,-1,No,"Waterfall (incl Linear Processing & SSADM)",-1,-1
12708,B,B,"IFPUG 4+",1,Communication,Telecommunications,"Online. eSales",Enhancement,Multi,,,163,2800,2296,4,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
12710,B,A,"IFPUG 4+",1,Communication,Telecommunications,"Workforce Management",Enhancement,,,Unknown,157,781,643,4,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
12712,B,B,"IFPUG 4+",1,"Medical & Health Care","Medical and Health Care","not recorded",Enhancement,,,,86,6113,6113,9,69,,,-1,257387
12717,B,A,"IFPUG 4+",1,Manufacturing,Manufacturing,"Financial transaction process/accounting","New Development",Multi,4GL,Oracle,1444,6129,5700,11,-1,"Oracle 7.3.2","Waterfall (incl Linear Processing & SSADM)",-1,-1
12728,B,A,"IFPUG 4+",1,,,,Enhancement,,,,641,508,472,3,2,,,-1,-1
12729,A,A,"IFPUG 4+",1,Government,Government,"Financial transaction process/accounting",Enhancement,MF,3GL,PL/I,144,809,809,5,3,DB2,,-1,-1
12736,B,B,"IFPUG 4+",-1,Manufacturing,Manufacturing,Accounting,Enhancement,MR,4GL,ABAP,130,-1,1541,7,-1,Oracle,,-1,-1
12744,B,B,"IFPUG 4+",1,Communication,Telecommunications,Other,Enhancement,,3GL,Java,91,1159,1064,4,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
12745,B,B,"IFPUG 4+",1,Communication,Communications,"relatively complex application",Enhancement,Multi,3GL,,81,2004,2004,-1,-1,Interactive,"Waterfall (incl Linear Processing & SSADM)",-1,-1
12746,B,A,"IFPUG 4+",1,,,,Enhancement,,,,393,6660,6660,10,12,,,-1,-1
12749,B,A,"IFPUG 4+",1,Banking,Banking,"Financial transaction process/accounting",Enhancement,Multi,4GL,"Lotus Notes",445,2317,2155,15,-1,No,"Waterfall (incl Linear Processing & SSADM)",-1,-1
12750,B,A,"IFPUG 4+",4,Government,"Public Administration","Management Information System","New Development",PC,4GL,CLIPPER,484,4476,5404,48,-1,,,-1,-1
12751,B,A,"IFPUG 4+",1,,,,Enhancement,,3GL,Java,7,1818,1818,-1,-1,,,-1,-1
12755,B,B,"IFPUG 4+",1,"Medical & Health Care","Medical and Health Care","not recorded",Enhancement,,,,194,30975,30975,21,44,,,-1,1594540
12757,B,B,"IFPUG 4+",1,Insurance,Insurance,Unknown,Enhancement,,,,104,2045,1677,5,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
12759,B,B,"IFPUG 4+",1,"Medical & Health Care","Medical and Health Care","not recorded",Enhancement,,,,108,13268,13268,16,131,,,-1,658074
12763,B,A,"IFPUG 4+",1,Banking,Banking,"Transaction/Production System","New Development",MF,3GL,COBOL,445,8499,8499,8,8,IMS,,-1,-1
12764,B,A,"IFPUG 4+",1,,,,Enhancement,,3GL,C,1361,53830,53830,12,32,,,-1,-1
12771,B,B,"IFPUG 4+",1,"Medical & Health Care","Medical and Health Care","not recorded",Enhancement,,,,92,12019,12019,14,34,,,-1,623187
12773,B,A,"IFPUG 4+",4,Manufacturing,Manufacturing,,Enhancement,MF,3GL,PL/I,474,310,5106,9,19,IMS,,-1,-1
12775,B,B,"IFPUG 4+",1,Insurance,Insurance,Unknown,Enhancement,,,,305,723,593,7,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
12777,B,A,"IFPUG 4+",4,Insurance,Insurance,"Transaction/Production System",Enhancement,MF,ApG,HPS,1239,-1,11514,4,-1,DL/1,,-1,1658
12780,B,B,"IFPUG 4+",1,Insurance,Insurance,Unknown,Enhancement,,,,111,378,310,3,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
12781,A,B,"IFPUG 4+",1,Insurance,Insurance,,"New Development",MF,,,109,650,650,14,-1,,,-1,-1
12783,B,B,"IFPUG 4+",1,Insurance,Insurance,,Enhancement,,,Mixed,76,141,129,3,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
12792,B,A,"IFPUG 4+",1,Insurance,Insurance,"Financial transaction process/accounting","New Development",Multi,3GL,"Visual Basic",231,3045,3045,2,-1,No,"Waterfall (incl Linear Processing & SSADM)",-1,-1
12794,B,B,"IFPUG 4+",1,"Medical & Health Care","Medical and Health Care","not recorded",Enhancement,,,,48,6570,6570,29,80,,,-1,305657
12798,B,B,"IFPUG 4+",1,Communication,Telecommunications,"Customer relationship management",Enhancement,,3GL,Java,110,3214,2950,7,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
12804,B,B,"IFPUG 4+",1,"Medical & Health Care","Medical and Health Care","not recorded",Enhancement,,,,74,8598,8598,30,113,,,-1,518311
12812,B,B,"IFPUG 4+",1,Insurance,Insurance,Unknown,Enhancement,,,,243,1316,1079,3,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
12815,B,B,"IFPUG 4+",1,Insurance,Insurance,Unknown,Enhancement,,,,56,176,144,2,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
12816,B,A,"IFPUG 4+",1,Government,Government,"Document managementFinancial transaction process/accountingImage, video or sound processing",Enhancement,MF,3GL,COBOL,113,6710,6710,12,8,IDMS-DB,,-1,-1
12835,B,B,"IFPUG 4+",1,,,,"New Development",PC,4GL,Oracle,1460,5760,5760,10,-1,Oracle,,-1,-1
12840,B,A,"IFPUG 4+",1,Communication,Communications,"Management Information System",Enhancement,MF,3GL,COBOL,650,943,943,18,3,DB2,,-1,-1
12843,B,A,"IFPUG 4+",1,Insurance,Insurance,"Document management",Enhancement,Multi,3GL,"Visual Basic",165,850,850,2,-1,"Oracle 8.1.6","Waterfall (incl Linear Processing & SSADM)",-1,-1
12850,B,B,"IFPUG 4+",1,Insurance,Insurance,Unknown,Enhancement,,3GL,PL/SQL,52,85,70,2,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
12857,A,A,"IFPUG 4+",1,"Electronics & Computers","Computers & Software","Process ControlWorkflow support & managementThe tool is Used By Employees of this Organization",Re-development,PC,3GL,Java,615,2786,2786,7,15,DB2,,-1,98313
12859,B,B,"IFPUG 4+",1,"Medical & Health Care","Medical and Health Care","not recorded",Enhancement,,,,17,1691,1437,5,21,,,-1,64263
12860,B,B,"IFPUG 4+",1,Communication,Communications,"Transaction/Production System",Enhancement,MF,3GL,COBOL,171,1537,1537,3,-1,,,6328,400000
12864,B,B,"IFPUG 4+",1,Communication,Telecommunications,"Customer relationship management",Enhancement,Multi,,,69,774,635,-1,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
12865,B,B,"IFPUG 4+",1,"Medical & Health Care","Medical and Health Care","not recorded",Enhancement,,,,54,7751,7751,14,104,,,-1,450030
12877,A,A,"IFPUG 4+",1,Financial,"Financial, Property & Business Services","Automated Customer Statements",Enhancement,PC,3GL,COBOL,114,1860,1860,6,-1,,"Joint Application Development (JAD)",-1,-1
12880,B,A,"IFPUG 4+",1,,,,Enhancement,,,,221,624,624,3,3,,,-1,-1
12882,B,B,"IFPUG 4+",1,,,,Enhancement,MR,3GL,C++,107,426,426,6,-1,,,-1,-1
12884,B,B,"IFPUG 4+",1,"Medical & Health Care","Medical and Health Care","not recorded",Enhancement,,,,180,7884,7884,15,84,,,-1,306081
12888,B,B,"IFPUG 4+",1,Communication,Telecommunications,"Data Warehouse",Enhancement,,3GL,PL/SQL,186,880,808,2,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
12890,B,B,"IFPUG 4+",1,Insurance,Insurance,Unknown,Enhancement,,3GL,PL/SQL,222,218,179,2,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
12899,B,B,"IFPUG 4+",3,Manufacturing,Manufacturing,"Management of manufacturing needs additional",Enhancement,MR,3GL,SQL,98,-1,809,11,-1,Oracle,,-1,-1
12902,B,A,"IFPUG 4+",1,Insurance,Insurance,"Financial transaction process/accounting",Enhancement,Multi,3GL,"Visual Basic",981,25837,25837,6,-1,ISAM,"Waterfall (incl Linear Processing & SSADM)",-1,-1
12906,B,B,"IFPUG 4+",1,,,,"New Development",PC,4GL,Oracle,1191,5152,5152,7,-1,Oracle,,-1,-1
12907,B,A,"IFPUG 4+",1,,,,Enhancement,,,,1606,17230,17230,7,32,,,-1,-1
12910,B,A,"IFPUG 4+",1,,,,"New Development",,3GL,C,25,97,62,1,1,,,400,-1
12922,A,A,"IFPUG 4+",4,Communication,Telecommunications,"Internal Telecom Ordering Application",Enhancement,MF,3GL,C++,71,2161,2221,5,-1,Oracle,,-1,-1
12930,B,B,"IFPUG 4+",1,Communication,Telecommunications,"Workflow support & management",Enhancement,Multi,3GL,Java,84,3798,3114,4,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
12932,B,B,"IFPUG 4+",1,Communication,Telecommunications,"Data Warehouse",Enhancement,,3GL,PL/SQL,71,662,608,5,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
12937,B,B,"IFPUG 4+",1,Communication,Telecommunications,"Online. eSales",Enhancement,Multi,,,76,944,774,6,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
12939,A,A,"IFPUG 4+",1,Government,"Public Administration","Management Information System","New Development",PC,4GL,SQL,135,700,700,-1,-1,"Oracle V 6.0","Joint Application Development (JAD)",-1,-1
12945,B,A,"IFPUG 4+",1,,,,"New Development",,3GL,C,118,9021,9021,21,6,,,59000,-1
12946,B,B,"IFPUG 4+",1,Communication,Communications,"relatively complex application",Enhancement,Multi,4GL,,56,997,997,-1,-1,Interactive,"Waterfall (incl Linear Processing & SSADM)",-1,-1
12947,B,B,"IFPUG 4+",1,Communication,Telecommunications,"Customer relationship management",Enhancement,Multi,3GL,"Visual Basic",59,730,599,1,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
12958,B,B,"IFPUG 4+",1,Communication,Communications,"relatively complex application",Enhancement,MF,3GL,,97,2450,2450,-1,-1,Batch,"Waterfall (incl Linear Processing & SSADM)",-1,-1
12962,B,B,"IFPUG 4+",1,"Medical & Health Care","Medical and Health Care","not recorded",Enhancement,,,,22,1807,1807,7,49,,,-1,87291
12967,B,A,"IFPUG 4+",1,,,MiddleWare,Enhancement,MF,3GL,COBOL,63,5858,5272,16,2,DB2SAM,,-1,-1
12975,B,A,"IFPUG 4+",1,"Professional Services","Real Estate & Property","Mission-critical system","New Development",Multi,3GL,"Visual Basic",1752,9116,9116,12,-1,"Oracle 8.0.5","Waterfall (incl Linear Processing & SSADM)",-1,-1
12989,B,B,"IFPUG 4+",1,Communication,Telecommunications,"Customer relationship management",Enhancement,,3GL,Java,98,1072,984,6,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
12991,B,A,"IFPUG 4+",1,Communication,Telecommunications,"Customer billing",Enhancement,,3GL,PL/SQL,67,262,216,9,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
12995,B,A,"IFPUG 4+",1,Financial,"Financial, Property & Business Services","Financial transaction process/accounting",Enhancement,MF,3GL,COBOL,295,1775,1775,-1,-1,Interactive,,-1,-1
12996,B,A,"IFPUG 4+",1,Insurance,Insurance,"Financial transaction process/accounting","New Development",Multi,3GL,"Visual Basic",323,2183,2030,3,-1,ACCESS,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13000,B,B,"IFPUG 4+",1,,,,Enhancement,MF,3GL,COBOL,83,4949,4949,2,-1,,,-1,-1
13003,B,B,"IFPUG 4+",1,,,,Enhancement,,4GL,.Net,118,506,400,3,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13004,B,B,"IFPUG 4+",1,Insurance,Insurance,Unknown,Enhancement,,3GL,COBOL,96,1016,833,11,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13007,B,B,"IFPUG 4+",1,Communication,Telecommunications,"Customer billing",Enhancement,,3GL,PL/SQL,114,1612,1480,8,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13011,B,A,"IFPUG 4+",1,"Service Industry","Food Processing","Customer billing/relationship management","New Development",Multi,3GL,"Visual Basic",115,420,390,3,-1,Oracle,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13012,B,B,"IFPUG 4+",3,Manufacturing,Manufacturing,"Geometric design","New Development",,3GL,COBOL,1088,-1,13156,16,-1,DB2,,-1,-1
13018,B,A,"IFPUG 4+",1,Communication,Telecommunications,"Content Management",Enhancement,,3GL,Java,221,1456,1200,10,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13019,B,A,"IFPUG 4+",4,"Wholesale & Retail","Wholesale & Retail Trade","Management Information System","New Development",,3GL,COBOL,71,-1,2167,9,-1,,,-1,-1
13020,B,B,"IFPUG 4+",1,"Medical & Health Care","Medical and Health Care","not recorded",Enhancement,,,,7,1700,1700,10,39,,,-1,80279
13024,B,B,"IFPUG 4+",1,,,,"New Development",,3GL,Java,85,1079,865,3,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13033,A,B,"IFPUG 4+",1,Communication,Communications,"Electronic Data Interchange",Enhancement,MR,3GL,C++,214,1863,1546,7,7,,,-1,-1
13034,B,A,"IFPUG 4+",1,Insurance,Insurance,"Sales promotion tool","New Development",PC,3GL,"Visual Basic",422,4618,4295,3,-1,"SQL Server","Waterfall (incl Linear Processing & SSADM)",-1,-1
13041,B,B,"IFPUG 4+",1,Communication,Telecommunications,"Online. eSales",Enhancement,Multi,,,85,1415,1160,2,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13052,B,A,"IFPUG 4+",1,Financial,"Financial, Property & Business Services","Financial transaction process/accounting",Enhancement,MF,,,65,618,618,-1,-1,Interactive,,-1,-1
13053,B,B,"IFPUG 4+",1,"Medical & Health Care","Medical and Health Care","not recorded",Enhancement,,,,33,7824,7824,10,115,,,-1,342159
13060,B,A,"IFPUG 4+",1,Insurance,Insurance,"Financial transaction process/accounting",Enhancement,Multi,3GL,"Visual Basic",140,2202,2202,3,-1,No,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13063,B,A,"IFPUG 4+",1,Communication,Communications,"Workflow support & managementOrdering tool enhancements for telecom components",Enhancement,PC,3GL,Java,445,3153,3153,6,18,Oracle,"Joint Application Development (JAD)",-1,40000
13091,B,B,"IFPUG 4+",3,Manufacturing,Manufacturing,"Parts Selling website",Enhancement,MR,3GL,Java,127,-1,3700,10,-1,Oracle,,-1,-1
13099,A,B,"IFPUG 4+",1,Government,Government,"Management of Licences and Permits",Enhancement,MF,ApG,COOL:Gen,13,1382,1258,5,-1,,,-1,-1
13100,B,B,"IFPUG 4+",3,Manufacturing,Manufacturing,,Enhancement,,3GL,Java,50,-1,392,2,-1,Oracle,,-1,-1
13103,B,A,"IFPUG 4+",1,,,,Enhancement,,3GL,Java,51,727,727,-1,-1,,,-1,-1
13105,B,A,"IFPUG 4+",2,"Service Industry","Community Services","Management Information System","New Development",MR,3GL,COBOL,461,3484,3172,-1,-1,Oracle,,-1,-1
13116,A,A,"IFPUG 4+",1,Communication,Communications,Mixed,Enhancement,,4GL,SQL,106,1837,1525,2,6,,,-1,-1
13119,A,A,"IFPUG 4+",1,Communication,Communications,"Management Information System",Enhancement,PC,4GL,Oracle,158,476,476,2,-1,,"Joint Application Development (JAD)",-1,-1
13127,B,A,"IFPUG 4+",1,"Service Industry","Community Services","Workflow support & management","New Development",PC,4GL,ASP,786,7496,7496,9,-1,"SQL Server 7.0","Waterfall (incl Linear Processing & SSADM)",-1,-1
13136,B,A,"IFPUG 4+",1,Communication,"Voice Provisioning","Voice Provisioning",Enhancement,MF,3GL,C++,80,4281,4281,-1,-1,,,-1,-1
13137,B,B,"IFPUG 4+",1,Communication,Telecommunications,"Workflow support & management",Enhancement,Multi,3GL,Java,193,5332,4372,-1,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
