PryId,DatQltRtn,UfpRtn,CouApp,RscLvl,IndSct,OrgTyp,AppTyp,DvlTyp,DvlPlt,LngTyp,PrgLng1,FncSze,NWELL1,SmmWrkEff,PrjElpTme,MaxTeaSze,DBMS1,DvlMtd,LOC,TtlPrjCst
13406,B,A,"IFPUG old",1,Mining,Oil,,"New Development",MF,3GL,PL/I,1010,8049,8049,25,3,,,-1,-1
13411,B,A,"IFPUG 4+",1,,,,Enhancement,,4GL,Access,89,741,741,4,-1,,,-1,-1
13413,B,A,"IFPUG 4+",1,Government,"Public Administration","Transaction/Production System","New Development",PC,4GL,Access,507,650,650,6,-1,ACCESS,,-1,44000
13416,B,A,"IFPUG 4+",1,"Medical & Health Care","Medical and Health Care","DB Serch system","New Development",MR,,PowerPlay,453,3820,3820,7,-1,"Oracle 8","Waterfall (incl Linear Processing & SSADM)",-1,-1
13425,B,B,"IFPUG 4+",1,Communication,Communications,"relatively complex application",Enhancement,Multi,3GL,,293,5856,5856,-1,-1,Interactive,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13429,B,B,NESMA,1,Services,,"SAP ERP",Enhancement,,4GL,ABAP,1429,14648,11718,9,11,,"Agile Development",-1,1031195
13430,B,C,"IFPUG 4+",1,Communication,Telecommunications,"Transaction/Production System",Enhancement,,3GL,PASCAL,-1,2248,2248,10,-1,,,-1,-1
13432,B,C,"IFPUG 4+",1,Manufacturing,Manufacturing,"Embedded system/real-time application",Enhancement,,4GL,,-1,2692,2692,-1,-1,Interactive,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13436,B,,COSMIC,2,Defence,,"Sensor Ctl. + presentation",Enhancement,MF,3GL,Ada,624,-1,18905,20,-1,,,-1,-1
13437,A,A,"IFPUG 4+",1,Utilities,Energy,"Decision Support System","New Development",MR,4GL,SQL,575,950,950,3,3,Oracle,,-1,-1
13439,B,A,"IFPUG 4+",1,"Professional Services",Marketing,Trading,Enhancement,,3GL,COBOL,91,104,104,-1,-1,,,-1,-1
13440,B,B,"IFPUG 4+",1,"Electronics & Computers","Computers & Software","Financial transaction process/accounting","New Development",PC,4GL,DELPHI,130,563,563,7,1,,"Rapid Application Development (RAD)",-1,-1
13441,B,,COSMIC,1,Communication,Telecommunications,,Enhancement,Multi,4GL,,23,1088,1088,10,-1,,,-1,-1
13443,B,B,NESMA,1,Communication,Communications,"BusinessCatalogue/register of things or events",Enhancement,MF,4GL,Oracle,66,473,473,2,-1,Oracle,,1958,-1
13446,B,C,"IFPUG 4+",1,Communication,Telecommunications,"Management Information System",Enhancement,,4GL,Oracle,-1,1587,1587,4,-1,,,-1,-1
13447,B,,LOC,1,Communication,Communications,"Device or interface driver","New Development",PC,3GL,C++,-1,8465,8465,13,9,SYBASE,"Waterfall (incl Linear Processing & SSADM)",51228,-1
13454,B,B,"IFPUG 4+",1,,,"Financial application area",Enhancement,Multi,4GL,,13,146,146,1,-1,Interactive,,-1,-1
13455,B,A,"IFPUG 4+",1,Communication,Telecommunications,Other,Enhancement,,4GL,"ABAP 4",343,2922,2408,4,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13457,B,C,"IFPUG 4+",1,Financial,"Financial, Property & Business Services","Financial transaction process/accountingClient Server",Enhancement,Multi,4GL,,-1,562,562,8,-1,,,-1,-1
13459,B,B,"IFPUG 4+",3,Manufacturing,Manufacturing,"Products management",Enhancement,MF,3GL,PL/I,90,-1,880,3,-1,DB2,,-1,-1
13461,B,B,"IFPUG 4+",1,Communication,Telecommunications,Other,Enhancement,,3GL,Java,189,2353,2160,-1,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13467,B,A,"IFPUG 4+",1,Manufacturing,Chemicals,"Computer Integrated Manufactuaring system","New Development",MR,3GL,C,556,625,469,1,-1,Oracle,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13468,B,B,"IFPUG 4+",1,"Medical & Health Care","Medical and Health Care","not recorded",Enhancement,,,,113,27362,27362,28,193,,,-1,1219748
13472,B,B,"IFPUG 4+",1,Communication,Telecommunications,"Customer relationship management",Enhancement,,3GL,Java,58,863,792,8,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13478,B,C,"IFPUG 4+",1,,,"Financial application area","New Development",Multi,4GL,,-1,5444,5444,7,-1,Interactive,,-1,-1
13479,B,A,"IFPUG 4+",1,,,"Transaction/Production System",Enhancement,MF,2GL,Assembler,183,3284,3284,13,3,DB2VSAM,,-1,-1
13481,B,,COSMIC,1,Construction,Engineering,"Customisation (Add-ons) to a Product Data Management System",Enhancement,Multi,3GL,C++,346,535,380,11,-1,Oracle,,1039,-1
13482,B,B,"IFPUG 4+",3,Manufacturing,Manufacturing,"Factory's process management",Enhancement,,3GL,COBOL,79,-1,875,3,-1,DL/1,,-1,-1
13483,B,A,"IFPUG 4+",1,Insurance,Insurance,"Financial transaction process/accounting",Enhancement,Multi,3GL,"Visual Basic",139,6700,6700,4,-1,ISAM,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13484,B,C,"IFPUG 4+",1,,,"Financial transaction process/accounting",Enhancement,Multi,3GL,Java,-1,290,290,4,-1,Interactive,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13487,B,A,NESMA,-1,Financial,Financial,"Application software","New development",,3GL,Java,384,840,4568,6,5,Oracle,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13492,B,B,"IFPUG 4+",1,Communication,Telecommunications,"Customer relationship management",Enhancement,,3GL,Java,133,1690,1552,-1,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13494,B,B,"IFPUG 4+",3,Manufacturing,Manufacturing,"Capacity management",Enhancement,MR,3GL,Java,103,-1,790,5,-1,Oracle,,-1,-1
13497,A,B,NESMA,1,Logistics,Logistics,,"New development",,4GL,.Net,441,1785,1518,2,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13502,B,B,FiSMA,1,Insurance,Insurance,,Enhancement,MF,3GL,COBOL,48,559,559,5,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13506,B,B,"IFPUG 4+",-1,Manufacturing,Manufacturing,"Parts selling",Enhancement,MF,3GL,Java,108,-1,1681,5,-1,DL/1,,-1,-1
13508,B,,COSMIC,1,Communication,Telecommunications,,Enhancement,MR,4GL,,44,1750,1750,12,-1,,,-1,-1
13510,B,B,FiSMA,1,Insurance,Insurance,,Enhancement,MF,3GL,PL/I,810,7554,7554,21,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13511,A,A,"IFPUG 4+",3,Utilities,"Electricity, Gas, Water","Transaction/Production System",Re-development,MR,4GL,SQL,502,4537,5727,13,-1,"Oracle V6Oracle V7","Joint Application Development (JAD)Multifunctional Teams",-1,-1
13512,B,B,"IFPUG 4+",1,Communication,Communications,"relatively complex application",Enhancement,MF,4GL,,55,869,869,-1,-1,Interactive,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13514,B,A,"IFPUG 4+",1,Financial,"Financial, Property & Business Services","Financial transaction process/accounting",Enhancement,MF,4GL,Oracle,103,1920,1920,-1,-1,Interactive,,-1,-1
13516,B,,LOC,4,Communication,Telecommunications,Protocols,"New Development",MR,3GL,C++,-1,2472,2976,3,9,Oracle,,35000,-1
13518,B,C,"IFPUG 4+",1,Financial,"Financial, Property & Business Services","Financial transaction process/accountingClient Server",Enhancement,Multi,4GL,,-1,30,30,1,-1,,,-1,-1
13520,B,A,"IFPUG 4+",1,Communication,Telecommunications,Other,Enhancement,,4GL,"Lotus Notes",90,519,428,4,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13522,B,A,"IFPUG 4+",1,Communication,Telecommunications,Other,Enhancement,,3GL,Java,102,583,480,4,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13529,B,A,NESMA,-1,Communication,Communications,"Application software","New development",,3GL,C#.NET,1706,1512,10656,7,6,Oracle,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13534,B,C,"IFPUG 4+",1,Financial,"Financial, Property & Business Services","Financial transaction process/accountingClient Server",Enhancement,Multi,4GL,,-1,22,22,4,-1,,,-1,-1
13539,B,B,FiSMA,1,Manufacturing,Manufacturing,,"New Development",PC,3GL,C++,345,4683,4683,29,-1,,,-1,-1
13544,B,C,"IFPUG 4+",1,Financial,"Financial, Property & Business Services","Financial transaction process/accountingClient Server",Enhancement,Multi,4GL,,-1,1213,1213,5,-1,,,-1,-1
13545,B,B,"IFPUG 4+",1,"Medical & Health Care","Medical and Health Care","not recorded",Enhancement,,,,7,857,857,11,41,,,-1,61983
13548,B,A,"IFPUG 4+",1,Communication,Telecommunications,"Service Order & Activation Management",Enhancement,,4GL,JSP,66,272,224,11,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13551,B,B,"IFPUG 4+",1,"Medical & Health Care","Medical and Health Care","not recorded",Enhancement,,,,22,1942,1767,11,32,,,-1,113641
13568,B,B,"IFPUG 4+",3,Manufacturing,Manufacturing,"Customer management",Enhancement,,4GL,SQL,161,-1,2479,11,-1,Oracle,,-1,-1
13569,B,A,"IFPUG 4+",1,Financial,"Financial, Property & Business Services","Financial transaction process/accounting",Enhancement,,,,130,1122,1122,-1,-1,Interactive,,-1,-1
13570,B,A,"IFPUG 4+",1,Government,"Public AdministrationCommunity ServicesInsurance","Transaction/Production System",Enhancement,MR,,STAFFWARE,41,367,367,1,5,DB2,"Joint Application Development (JAD)Rapid Application Development (RAD)",-1,-1
13571,A,B,NESMA,1,Government,Government,,"New development",,4GL,Oracle,66,241,164,1,-1,,"Agile Development",-1,-1
13578,B,B,FiSMA,1,Insurance,Insurance,,Enhancement,MF,3GL,PL/I,59,825,825,15,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13586,B,B,NESMA,1,Services,,"Customer relationship management",Enhancement,,4GL,.Net,1204,7354,5883,7,7,,"Agile Development",-1,453053
13588,B,A,"IFPUG 4+",1,Manufacturing,Manufacturing,"Stock control & order processing","New Development",Multi,3GL,"Visual Basic",74,835,835,4,-1,"Personal Oracle 8i","Waterfall (incl Linear Processing & SSADM)",-1,-1
13589,B,A,"IFPUG 4+",1,Communication,Telecommunications,"Other: Integration",Enhancement,,,Unknown,79,925,762,5,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13591,B,B,"IFPUG 4+",1,Insurance,Insurance,Unknown,Enhancement,,,,76,141,116,1,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13592,B,B,"IFPUG 4+",1,"Medical & Health Care","Medical and Health Care","not recorded",Enhancement,,,,6,5748,5748,9,85,,,-1,355595
13593,B,B,"IFPUG 4+",1,Communication,Telecommunications,"Customer relationship management",Enhancement,Multi,3GL,Java,64,956,784,4,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13596,B,A,"IFPUG 4+",1,,,,Enhancement,,,,394,2756,2756,4,-1,,,-1,-1
13597,B,A,"IFPUG 4+",1,"Service Industry","Food Processing","Financial transaction process/accounting","New Development",MR,,APPS,1220,7634,7100,11,-1,"Oracle 8","Waterfall (incl Linear Processing & SSADM)",-1,-1
13601,A,B,NESMA,1,Banking,Banking,,Enhancement,,3GL,"Visual Basic 6.0",160,967,791,4,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13602,B,A,"IFPUG 4+",1,,,,"New Development",,3GL,"Visual Basic",321,2312,2312,-1,-1,Interactive,,-1,-1
13603,B,B,"IFPUG 4+",1,"Medical & Health Care","Medical and Health Care","not recorded",Enhancement,,,,7,1013,1013,10,37,,,-1,51242
13604,B,B,"IFPUG 4+",1,Communication,Telecommunications,"Online. eSales",Enhancement,Multi,,,79,1459,1196,1,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13615,A,A,"IFPUG 4+",1,Education,"Education Institution","University Admission Application Portal",Enhancement,Multi,3GL,Java,70,564,564,5,7,Oracle,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13616,B,A,"IFPUG 4+",1,Insurance,Insurance,"Financial transaction process/accounting",Enhancement,Multi,3GL,"Visual Basic",345,6381,5934,3,-1,DB2/400,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13618,B,B,NESMA,1,Government,Government,,Enhancement,,4GL,Oracle,51,632,444,1,-1,,"Agile Development",-1,-1
13620,B,B,NESMA,1,Government,Government,"Business Application","New Development",,4GL,.Net,234,2871,2297,5,-1,,,-1,183760
13621,B,B,"IFPUG 4+",1,Communication,Telecommunications,"Online. eSales",Enhancement,Multi,,,56,1015,832,4,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13623,B,B,FiSMA,1,Insurance,Insurance,,Enhancement,MF,3GL,PL/I,135,1211,1090,5,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13626,B,B,FiSMA,1,Banking,Banking,,Enhancement,Multi,3GL,Java,384,999,709,10,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13629,B,B,"IFPUG 4+",-1,Manufacturing,Manufacturing,"After sales Parts documentation","New Development",PC,3GL,Java,205,-1,3457,30,-1,MySQL,,-1,-1
13634,B,A,"IFPUG 4+",1,,,,"New Development",,,,2929,7980,7421,15,12,,,-1,-1
13635,B,B,"IFPUG 4+",3,Manufacturing,Manufacturing,"Capacity management",Enhancement,,3GL,Java,601,-1,13062,17,-1,Oracle,,-1,-1
13636,B,A,"IFPUG 4+",1,,,,Enhancement,,,IIS,126,843,843,2,-1,,,-1,-1
13639,B,B,FiSMA,1,Insurance,Insurance,,"New Development",Multi,3GL,PL/I,218,714,650,14,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13642,B,,LOC,4,"Electronics & Computers","Information Technology",,"New Development",PC,3GL,Java,-1,2874,2759,-1,7,DB2,,13450,-1
13644,B,,COSMIC,4,"Electronics & Computers","EngineeringResearch & DevelopmentSoftware DevelopmentClient/Server architecture for Language Services","Management Information SystemLinguistic Software","New Development",PC,,,202,-1,243,2,-1,Oracle,,600,-1
13645,B,B,NESMA,1,Government,Government,"Business Application",Enhancement,,4GL,.Net,192,5542,5542,6,-1,,,-1,554100
13648,B,B,FiSMA,1,Insurance,Insurance,,Enhancement,MF,3GL,COBOL,19,171,171,5,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13652,B,A,"IFPUG 4+",1,Communication,Telecommunications,"Customer relationship management",Enhancement,,4GL,"Amdocs framework",77,1402,1156,2,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13655,B,B,"IFPUG 4+",1,"Medical & Health Care","Medical and Health Care","not recorded",Enhancement,,,,14,1111,822,3,25,,,-1,40334
13656,B,B,NESMA,1,Government,Government,,Enhancement,,4GL,Oracle,149,708,498,1,-1,,"Agile Development",-1,-1
13657,B,,COSMIC,1,Communication,Telecommunications,,Enhancement,MR,4GL,,81,5180,5180,12,-1,,,-1,-1
13664,B,A,"IFPUG 4+",1,Banking,Banking,"Financial transaction process/accounting","New Development",MF,3GL,PL/I,276,6129,5700,3,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13667,B,C,"IFPUG 4+",1,Financial,"Financial, Property & Business Services","Financial transaction process/accountingClient Server",Enhancement,Multi,4GL,,-1,26,26,2,-1,,,-1,-1
13668,B,B,"IFPUG 4+",1,Communication,Telecommunications,"Customer relationship management",Enhancement,Multi,3GL,PL/SQL,409,4070,3337,5,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13671,B,B,"IFPUG 4+",1,Government,GovernmentDefence,"Financial transaction process/accounting",Enhancement,MF,3GL,COBOL,28,324,324,13,-1,,,-1,19006
13676,B,A,"IFPUG 4+",1,Banking,Banking,"Sales contact management",Enhancement,MF,3GL,PL/I,136,4326,4326,6,-1,"IMS/DB,DC","Waterfall (incl Linear Processing & SSADM)",-1,-1
13677,B,A,COSMIC,-1,Insurance,Insurance,"Financial transaction process/accountingCustomer billing",Enhancement,PC,3GL,Java,19,93,72,-1,-1,,"Agile Development",-1,-1
13679,B,A,"IFPUG 4+",1,Manufacturing,Manufacturing,"Tools or system","New Development",Multi,3GL,"Visual Basic",226,833,625,3,-1,Oracle,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13680,B,A,"IFPUG 4+",1,Financial,"Financial, Property & Business Services","Financial transaction process/accounting",Enhancement,MF,3GL,C,89,983,983,-1,-1,Interactive,,-1,-1
13684,B,B,FiSMA,1,Insurance,Insurance,,Enhancement,MF,3GL,PL/I,107,441,441,3,-1,,,-1,-1
13685,B,B,FiSMA,1,Insurance,Insurance,,Enhancement,Multi,3GL,Java,158,1477,1477,5,-1,,,-1,-1
13688,B,C,"IFPUG 4+",1,Communication,Telecommunications,"Transaction/Production System",Enhancement,,3GL,COBOL,-1,39938,39938,7,-1,,,-1,-1
13691,B,B,NESMA,1,Logistics,Logistics,,Enhancement,Multi,3GL,Java,178,1183,911,2,-1,,,-1,-1
13693,B,B,"IFPUG 4+",1,Communication,Communications,"relatively complex application",Enhancement,MF,3GL,,32,781,781,-1,-1,Interactive,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13695,B,,COSMIC,1,Banking,"GovernmentEducation InstitutionWholesale & Retail TradeTransport & StorageCommunicationsMedical and Health CareBanking","Surveillance and security",Enhancement,PC,3GL,C#,2,6,5,12,1,"SQL Server","Agile Development",-1,-1
13697,B,B,FiSMA,1,Government,"Public Administration",,Enhancement,Multi,4GL,UNIFACE,101,623,623,6,-1,,,-1,-1
13698,B,B,"IFPUG 4+",3,Manufacturing,Manufacturing,"Spare parts management",Enhancement,MF,3GL,PL/I,75,-1,1023,6,-1,DB2,,-1,-1
13699,B,B,"IFPUG 4+",1,Communication,Communications,"relatively complex application",Enhancement,Multi,3GL,,20,515,515,-1,-1,Interactive,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13700,B,A,"IFPUG 4+",1,"Service Industry","Transport & Storage","Complex process control",Enhancement,PC,4GL,ASP,133,352,352,6,-1,"SQL Server","Waterfall (incl Linear Processing & SSADM)",-1,-1
13701,B,,LOC,4,Banking,Banking,"Web-based Application",Enhancement,PC,3GL,Java,-1,6966,7836,-1,26,Oracle,,549000,-1
13703,B,B,NESMA,1,Government,,"Computer aided design",Enhancement,,3GL,Java,227,2050,1640,5,3,,"Agile Development",-1,137784
13705,B,B,"IFPUG 4+",3,Manufacturing,Manufacturing,"Contract management After Sales",Enhancement,,3GL,"Visual Basic",274,-1,2040,14,-1,,,-1,-1
13706,B,B,"IFPUG 4+",1,Communication,Communications,"relatively complex application",Enhancement,MF,3GL,,74,1293,1293,-1,-1,Interactive,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13708,B,B,"IFPUG 4+",1,Communication,Telecommunications,"Customer relationship management",Enhancement,Multi,3GL,Java,72,468,384,6,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13711,B,C,"IFPUG 4+",1,Financial,"Financial, Property & Business Services","Financial transaction process/accountingData Warehouse",Enhancement,,4GL,,-1,127,127,7,-1,,,-1,-1
13712,B,A,"IFPUG 4+",1,,,,Enhancement,,,,39,823,823,2,3,,,-1,-1
13714,B,C,"IFPUG 4+",1,Communication,Telecommunications,"Management Information System",Enhancement,,3GL,COBOL,-1,3104,3104,4,-1,,,-1,-1
13718,B,A,"IFPUG 4+",1,Manufacturing,Manufacturing,"Production management","New Development",PC,3GL,"Visual Basic",528,4750,4750,7,-1,"Oracle 8.1.7","Waterfall (incl Linear Processing & SSADM)",-1,-1
13725,B,B,"IFPUG 4+",1,Communication,Telecommunications,"Workflow support & management",Enhancement,Multi,,,94,741,608,7,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13729,A,B,"IFPUG old",2,Insurance,Insurance,"Transaction/Production System",Enhancement,MF,3GL,COBOL,210,-1,3200,14,-1,DB2,,-1,238400
13735,B,A,"IFPUG 4+",1,,,,Enhancement,,3GL,"Unix Shell",159,963,963,4,-1,,,-1,-1
13737,B,B,FiSMA,1,Insurance,Insurance,,"New Development",MF,3GL,PL/I,117,614,614,5,-1,,,-1,-1
13742,B,A,"IFPUG 4+",1,"Professional Services","Professional Services",Trading,"New Development",PC,3GL,HTML,1588,12564,12564,7,-1,Oracle,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13744,B,B,"IFPUG 4+",1,,,"Financial application area",Enhancement,Multi,3GL,Java,160,1136,1136,7,-1,Interactive,,-1,-1
13755,B,A,"IFPUG 4+",1,Financial,"Financial, Property & Business Services","Job, case, incident, project management","New Development",Multi,4GL,"Lotus Notes",293,1327,1327,3,-1,Notes,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13756,B,B,"IFPUG 4+",1,,,,Enhancement,MR,3GL,"Visual Basic",67,1334,1334,8,-1,,,-1,-1
13757,B,A,"IFPUG 4+",1,,,,Enhancement,,3GL,COBOL,9,2947,2947,7,-1,,,-1,-1
13758,B,B,"IFPUG 4+",3,Manufacturing,Manufacturing,"Parts catalogue management",Enhancement,,3GL,Java,158,-1,1511,5,-1,Oracle,,-1,-1
13761,B,B,"IFPUG 4+",1,"Professional Services","Professional Services","Executive Information System",Enhancement,MF,,,216,924,425,-1,-1,Yes,,-1,-1
13763,B,C,"IFPUG 4+",1,,,"Financial transaction process/accounting",Enhancement,Multi,3GL,Java,-1,13,13,1,-1,Interactive,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13765,B,C,"IFPUG 4+",1,,,"Financial transaction process/accounting","New Development",Multi,4GL,.Net,-1,965,965,4,-1,Interactive,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13774,B,A,"IFPUG 4+",4,Manufacturing,Manufacturing,,Enhancement,MF,3GL,PL/I,777,6726,27091,12,38,DB2IMS,,-1,-1
13783,B,B,FiSMA,1,Insurance,Insurance,,Enhancement,Multi,3GL,COBOL,46,418,418,3,-1,,,-1,-1
13784,B,,COSMIC,1,Banking,"GovernmentEducation InstitutionWholesale & Retail TradeTransport & StorageCommunicationsMedical and Health CareBanking","Surveillance and security",Enhancement,PC,3GL,C#,14,49,38,12,1,"SQL Server","Agile Development",-1,-1
13785,B,A,"IFPUG 4+",1,,,,Enhancement,,,,270,1120,1120,5,5,,,-1,-1
13786,B,C,"IFPUG 4+",1,,,"Financial transaction process/accounting",Enhancement,Multi,3GL,Java,-1,428,428,2,-1,Interactive,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13787,B,A,"IFPUG 4+",2,Defence,Defence,"Management Information System","New Development",MF,3GL,COBOL,2303,17139,16514,16,13,IDMS,,-1,-1
13788,B,A,"IFPUG 4+",1,Communication,Communications,"Financial transaction process/accounting","New Development",MR,3GL,PL/SQL,170,5950,5950,5,-1,"Oracle 8","Waterfall (incl Linear Processing & SSADM)",-1,-1
13789,B,A,"IFPUG 4+",2,Financial,Revenue,,"New Development",MF,3GL,COBOL,1869,4201,5281,-1,-1,IDMS,,-1,-1
13794,B,B,"IFPUG 4+",1,"Electronics & Computers","Computers & Software",Interface,"New Development",PC,4GL,DELPHI,36,2247,2247,11,2,,"Rapid Application Development (RAD)",-1,-1
13795,B,A,"IFPUG 4+",1,,,,Enhancement,,4GL,Oracle,63,865,865,5,-1,,,-1,-1
13797,A,B,NESMA,1,Logistics,Logistics,,"New development",,4GL,.Net,894,4489,3815,8,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13799,B,A,"IFPUG 4+",2,Banking,Banking,"Transaction/Production System","New Development",PC,3GL,Smalltalk,262,1386,1609,5,9,DB2,"Joint Application Development (JAD)Multifunctional TeamsRapid Application Development (RAD)Timeboxing",-1,-1
13800,B,A,COSMIC,-1,Insurance,Insurance,"Financial transaction process/accountingCustomer billing",Enhancement,PC,3GL,Java,4,83,64,-1,-1,,"Agile Development",-1,-1
13801,B,C,"IFPUG 4+",1,Communication,Media,"Telecom & network management",Enhancement,MF,3GL,C,-1,8671,7110,-1,-1,Yes,,-1,-1
13802,B,B,"IFPUG 4+",3,Manufacturing,Manufacturing,"Parts selling",Enhancement,MF,3GL,COBOL,1934,-1,32586,25,-1,DL/1,,-1,-1
13803,B,C,"IFPUG 4+",1,Financial,"Financial, Property & Business Services","Financial transaction process/accountingData Warehouse",Enhancement,,4GL,,-1,1827,1827,8,-1,,,-1,-1
13808,B,B,"IFPUG 4+",1,"Medical & Health Care","Medical and Health Care","not recorded",Enhancement,,,,43,19667,19667,22,70,,,-1,735277
13811,B,B,NESMA,1,Logistics,Logistics,"Business Application",Enhancement,,4GL,.Net,38,24,20,1,-1,,,-1,1600
13818,B,A,"IFPUG 4+",1,,,"Transaction/Production System",Enhancement,MF,3GL,COBOL,670,20960,20960,17,20,DB2,,-1,-1
13819,B,,LOC,4,Manufacturing,"Aerospace / Automotive","System Software","New Development",PC,3GL,C#,-1,2556,3138,6,6,"SQL Server",,24000,-1
13824,B,B,"IFPUG 4+",3,Manufacturing,Manufacturing,"Factory's process management",Enhancement,Multi,3GL,"Visual Basic",78,-1,855,4,-1,Oracle,,-1,-1
13826,A,B,NESMA,1,Government,Government,,"New development",,4GL,Oracle,90,238,162,1,-1,,"Agile Development",-1,-1
13837,B,B,"IFPUG 4+",1,,,,"New Development",,3GL,Java,315,3362,2696,6,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13846,B,A,"IFPUG 4+",1,,,,"New Development",,,,175,1115,825,8,4,,,-1,-1
13848,B,B,"IFPUG 4+",1,"Medical & Health Care","Medical and Health Care","not recorded",Enhancement,,,,7,355,323,8,11,,,-1,13573
13849,B,A,"IFPUG 4+",1,,,,Enhancement,,3GL,Java,343,8374,8374,-1,-1,,,-1,-1
13850,B,C,"IFPUG 4+",1,Financial,"Financial, Property & Business Services","Financial transaction process/accountingData Warehouse",Enhancement,,4GL,,-1,557,557,5,-1,,,-1,-1
13851,B,B,"IFPUG 4+",1,Insurance,Insurance,Unknown,Enhancement,,3GL,COBOL,269,2609,2139,6,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13854,B,B,"IFPUG 4+",1,"Medical & Health Care","Medical and Health Care","not recorded",Enhancement,,,,30,4412,4412,9,21,,,-1,234882
13857,B,A,"IFPUG 4+",1,,,,Enhancement,,3GL,COBOL,38,944,944,-1,-1,,,-1,-1
13860,B,B,"IFPUG 4+",1,Government,GovernmentDefence,"Financial transaction process/accounting",Enhancement,MF,3GL,COBOL,28,358,358,22,-1,,,-1,18808
13861,A,A,"IFPUG 4+",1,Communication,Communications,"Management Information System",Enhancement,MR,3GL,Java,146,2458,2040,4,6,Oracle,"Joint Application Development (JAD)Multifunctional TeamsRapid Application Development (RAD)",-1,-1
13864,B,B,NESMA,1,Government,,"Document management",Enhancement,,3GL,Java,452,4425,3540,7,4,,"Agile Development",-1,276118
13865,B,B,"IFPUG 4+",1,Communication,Telecommunications,"Logistic or supply planning & control",Enhancement,Multi,3GL,Java,80,841,690,3,-1,,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13866,B,,COSMIC,1,Construction,Engineering,"Customisation (Add-ons) to a Product Data Management System",Enhancement,Multi,3GL,C++,146,685,486,11,-1,Oracle,,659,-1
13870,B,B,"IFPUG 4+",1,Communication,Communications,"relatively complex application",Enhancement,MF,3GL,,222,1487,1487,-1,-1,Interactive,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13877,B,C,"IFPUG 4+",1,,,"Financial transaction process/accounting",Enhancement,Multi,3GL,Java,-1,722,722,6,-1,Interactive,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13878,B,C,"IFPUG 4+",1,,,"Financial transaction process/accounting",Enhancement,Multi,3GL,Java,-1,354,354,3,-1,Interactive,"Waterfall (incl Linear Processing & SSADM)",-1,-1
13881,B,C,"IFPUG 4+",1,,,"Financial transaction process/accounting",Enhancement,Multi,4GL,.Net,-1,760,760,5,-1,Interactive,"Waterfall (incl Linear Processing & SSADM)",-1,-1
